date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:04:24	84767/84767	---MCZ	200	added ('OK')	application/javascript	etag:W/%223c1ce9e445506c8367649b946a1bbad9%22	https://www.talentprotocol.com/_next/static/chunks/main-b32c6960d3dc9fc9.js	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/static/chunks/main-b32c6960d3dc9fc9.js	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:24	96541/96541	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d90b33b9623d1a57a93204856d23ebae%22	https://www.talentprotocol.com/_next/static/chunks/pages/_app-efe27918aa0cbc49.js	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/static/chunks/pages/_app-efe27918aa0cbc49.js	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:25	27907/27907	---MCZ	200	added ('OK')	application/javascript	etag:W/%228de2100fe6a581081d1a1875584947fa%22	https://www.talentprotocol.com/_next/static/chunks/136-c676b4e32a5f6f10.js	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/static/chunks/136-c676b4e32a5f6f10.js	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:25	25307/25307	---MCZ	200	added ('OK')	application/javascript	etag:W/%2294c60aadb1ced421b3dbddbc4048cd67%22	https://www.talentprotocol.com/_next/static/chunks/pages/index-91a923776529c813.js	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/static/chunks/pages/index-91a923776529c813.js	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:25	322/322	---M--	200	added ('OK')	application/javascript	etag:%22c6b7b90c2830cec8783c661a83b5cc3e%22	https://www.talentprotocol.com/_next/static/zbdmT5WPzbctLrORz6wr4/_buildManifest.js	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/static/zbdmT5WPzbctLrORz6wr4/_buildManifest.js	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:26	77/77	---M--	200	added ('OK')	application/javascript	etag:%22b6652df95db52feb4daf4eca35380933%22	https://www.talentprotocol.com/_next/static/zbdmT5WPzbctLrORz6wr4/_ssgManifest.js	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/static/zbdmT5WPzbctLrORz6wr4/_ssgManifest.js	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:26	92/92	---M--	200	added ('OK')	application/javascript	etag:%227c3f7e060745668041278118c0bb3d6d%22	https://www.talentprotocol.com/_next/static/zbdmT5WPzbctLrORz6wr4/_middlewareManifest.js	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/static/zbdmT5WPzbctLrORz6wr4/_middlewareManifest.js	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:27	123452/123452	---MCZ	200	added ('OK')	font/ttf	etag:W/%22e7016ca9ddd6dd32e24dfe0296b62b2b%22	https://www.talentprotocol.com/fonts/PlusJakartaSans-Regular.ttf	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/fonts/PlusJakartaSans-Regular.ttf	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:27	123828/123828	---MCZ	200	added ('OK')	font/ttf	etag:W/%22d8aa0809847c2afd0239cf2b7123089c%22	https://www.talentprotocol.com/fonts/PlusJakartaSans-Bold.ttf	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/fonts/PlusJakartaSans-Bold.ttf	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:27	1466/1466	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2294fafbfac7f0753d0b115c2c751881f2%22	https://www.talentprotocol.com/_next/static/media/gradient.95c5ac93.svg	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/static/media/gradient.95c5ac93.svg	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:28	6533/6533	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22222acb578b5d897e433c7e19b3bf7934%22	https://www.talentprotocol.com/_next/static/media/celo.2d757bd0.svg	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/static/media/celo.2d757bd0.svg	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:28	16933/16933	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22daaf7abbc88675febec1bda4a682bffb%22	https://www.talentprotocol.com/_next/static/media/polygon.a11c6591.svg	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/static/media/polygon.a11c6591.svg	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:28	1516/1516	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22850c63af536a235fa1d9a92c868f2954%22	https://www.talentprotocol.com/_next/static/media/gradient2.35558d19.svg	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/static/media/gradient2.35558d19.svg	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:29	237846/237846	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Mar%202022%2020:34:37%20GMT	https://www.talentprotocol.com/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fprofile.966f73d0.png&w=3840&q=75	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/profile2441.png	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:30	173427/173427	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Mar%202022%2022:46:39%20GMT	https://www.talentprotocol.com/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fnotifications.64dc1155.png&w=1920&q=75	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/notifications4b2a.png	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:30	1360/1360	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c40dece222b302bdab0f60352993610b%22	https://www.talentprotocol.com/_next/static/media/gradient3.cc90fb68.svg	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/static/media/gradient3.cc90fb68.svg	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:31	807874/807874	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Mar%202022%2022:46:39%20GMT	https://www.talentprotocol.com/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fnft-card-01.581ad7ae.png&w=3840&q=75	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/nft-card-01b031.png	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:31	1359/1359	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f04dcfb864b95af41159cfae80c426ee%22	https://www.talentprotocol.com/_next/static/media/gradient4.9936b9fc.svg	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/static/media/gradient4.9936b9fc.svg	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:31	847/847	---M--	200	added ('OK')	image/svg+xml	etag:%2274e93abcb5fa613c0e4626290ba316a5%22	https://www.talentprotocol.com/_next/static/media/discord-white.3ede47f6.svg	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/static/media/discord-white.3ede47f6.svg	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:32	763771/763771	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Mar%202022%2022:46:40%20GMT	https://www.talentprotocol.com/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Frewards.6267c4de.png&w=3840&q=75	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/rewards7885.png	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:32	7755/7755	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223962aa77a24f7c35622f20b8d623af14%22	https://www.talentprotocol.com/_next/static/media/logoword-light.aa940e2d.svg	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/static/media/logoword-light.aa940e2d.svg	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:33	1472/1472	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e3c247ce41709808aec1b4feb26efab3%22	https://www.talentprotocol.com/_next/static/media/twitter.f2bbfa53.svg	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/static/media/twitter.f2bbfa53.svg	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:33	734857/734857	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Mar%202022%2022:46:39%20GMT	https://www.talentprotocol.com/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fnft-card-02.c5866b92.png&w=1920&q=75	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/nft-card-02f195.png	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:33	847/847	---M--	200	added ('OK')	image/svg+xml	etag:%229087f7b8c5971c6a93fdb0827bb8e5eb%22	https://www.talentprotocol.com/_next/static/media/discord.703138e6.svg	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/static/media/discord.703138e6.svg	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:33	1014/1014	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227e0a3e17b98b0a378d7b59e395ea4d36%22	https://www.talentprotocol.com/_next/static/media/telegram.8a4667ec.svg	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/static/media/telegram.8a4667ec.svg	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:34	4131/4131	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b0655f4a77f8e21427efb5a6de850bf2%22	https://www.talentprotocol.com/_next/static/media/github.67c73ef0.svg	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/static/media/github.67c73ef0.svg	(from https://www.talentprotocol.com/?referral=nnn6xo1&refSource=whatsapp)
16:04:35	40396/40396	---M--	200	added ('OK')	font/woff2	etag:%22082c372d53a98e539fdad4f152b25b48%22	https://www.talentprotocol.com/_next/static/media/plus-jakarta-sans-latin-400-normal.99a968f7.woff2	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/static/media/plus-jakarta-sans-latin-400-normal.99a968f7.woff2	(from https://www.talentprotocol.com/_next/static/css/0562d6eafe93748a.css)
16:04:35	51968/51968	---M--	200	added ('OK')	font/woff	etag:%221c45c0d83b78c42b232ade91225a5731%22	https://www.talentprotocol.com/_next/static/media/plus-jakarta-sans-latin-400-normal.8acb6578.woff	C:/Users/Emmanuel%20LEO/Downloads/talent/www.talentprotocol.com/_next/static/media/plus-jakarta-sans-latin-400-normal.8acb6578.woff	(from https://www.talentprotocol.com/_next/static/css/0562d6eafe93748a.css)
